id,title,abstract,ai_abstract
2511.14112,Synthetic Clinical Notes for Rare ICD Codes: A Data-Centric Framework for Long-Tail Medical Coding,"Automatic ICD coding from clinical text is a critical task in medical NLP but remains hindered by the extreme long-tail distribution of diagnostic codes. Thousands of rare and zero-shot ICD codes are severely underrepresented in datasets like MIMIC-III, leading to low macro-F1 scores. In this work, we propose a data-centric framework that generates high-quality synthetic discharge summaries to mitigate this imbalance. Our method constructs realistic multi-label code sets anchored on rare codes by leveraging real-world co-occurrence patterns, ICD descriptions, synonyms, taxonomy, and similar clinical notes. Using these structured prompts, we generate 90,000 synthetic notes covering 7,902 ICD codes, significantly expanding the training distribution. We fine-tune two state-of-the-art transformer-based models, PLM-ICD and GKI-ICD, on both the original and extended datasets. Experiments show that our approach modestly improves macro-F1 while maintaining strong micro-F1, outperforming prior SOTA. While the gain may seem marginal relative to the computational cost, our results demonstrate that carefully crafted synthetic data can enhance equity in long-tail ICD code prediction.",针对医疗 ICD 编码中长尾分布导致的稀有代码识别难题，提出了一种以数据为中心的合成框架。该方法利用真实共现模式、ICD 描述及类似病例构建提示，生成了 9 万份涵盖 7902 个 ICD 代码的高质量合成出院小结。在扩展数据集上微调 PLM-ICD 和 GKI-ICD 模型，实验显示该方法在保持 strong micro-F1 的同时提升了 macro-F1，优于现有 SOTA，证明了精心设计的合成数据在改善长尾预测公平性方面的价值。
2511.14111,CascadedViT: Cascaded Chunk-FeedForward and Cascaded Group Attention Vision Transformer,"Vision Transformers (ViTs) have demonstrated remarkable performance across a range of computer vision tasks; however, their high computational, memory, and energy demands hinder deployment on resource-constrained platforms. In this paper, we propose \emph{Cascaded-ViT (CViT)}, a lightweight and compute-efficient vision transformer architecture featuring a novel feedforward network design called \emph{Cascaded-Chunk Feed Forward Network (CCFFN)}. By splitting input features, CCFFN improves parameter and FLOP efficiency without sacrificing accuracy. Experiments on ImageNet-1K show that our \emph{CViT-XL} model achieves 75.5\% Top-1 accuracy while reducing FLOPs by 15\% and energy consumption by 3.3\% compared to EfficientViT-M5. Across various model sizes, the CViT family consistently exhibits the lowest energy consumption, making it suitable for deployment on battery-constrained devices such as mobile phones and drones. Furthermore, when evaluated using a new metric called \emph{Accuracy-Per-FLOP (APF)}, which quantifies compute efficiency relative to accuracy, CViT models consistently achieve top-ranking efficiency. Particularly, CViT-L is 2.2\% more accurate than EfficientViT-M2 while having comparable APF scores.",针对 Vision Transformer 的高计算和能耗问题，提出了 Cascaded-ViT (CViT) 轻量级架构。核心设计为级联块前馈网络（CCFFN）和级联组注意力，通过特征分割提升效率。在 ImageNet-1K 上，CViT-XL 达到 75.5% Top-1 准确率，较 EfficientViT-M5 减少 15% FLOPs 和 3.3% 能耗。引入 Accuracy-Per-FLOP (APF) 指标评估，CViT 系列表现出优异的计算效率，适合移动设备部署。
2511.14101,APD-Agents: A Large Language Model-Driven Multi-Agents Collaborative Framework for Automated Page Design,"Layout design is a crucial step in developing mobile app pages. However, crafting satisfactory designs is time-intensive for designers: they need to consider which controls and content to present on the page, and then repeatedly adjust their size, position, and style for better aesthetics and structure. Although many design software can now help to perform these repetitive tasks, extensive training is needed to use them effectively. Moreover, collaborative design across app pages demands extra time to align standards and ensure consistent styling. In this work, we propose APD-agents, a large language model (LLM) driven multi-agent framework for automated page design in mobile applications. Our framework contains OrchestratorAgent, SemanticParserAgent, PrimaryLayoutAgent, TemplateRetrievalAgent, and RecursiveComponentAgent. Upon receiving the user's description of the page, the OrchestratorAgent can dynamically can direct other agents to accomplish users' design task. To be specific, the SemanticParserAgent is responsible for converting users' descriptions of page content into structured data. The PrimaryLayoutAgent can generate an initial coarse-grained layout of this page. The TemplateRetrievalAgent can fetch semantically relevant few-shot examples and enhance the quality of layout generation. Besides, a RecursiveComponentAgent can be used to decide how to recursively generate all the fine-grained sub-elements it contains for each element in the layout. Our work fully leverages the automatic collaboration capabilities of large-model-driven multi-agent systems. Experimental results on the RICO dataset show that our APD-agents achieve state-of-the-art performance.",针对移动应用页面设计耗时且需反复调整的问题，提出了基于 LLM 的多智能体协作框架 APD-agents。该框架包含编排、语义解析、初级布局、模板检索和递归组件等 5 类智能体，分别负责任务调度、内容结构化、粗粒度布局生成、范例检索增强和细粒度子元素递归生成。在 RICO 数据集上的实验表明，该自动化协作设计方案达到了 SOTA 性能，有效提升了设计效率。
2511.14099,FAPE-IR: Frequency-Aware Planning and Execution Framework for All-in-One Image Restoration,"All-in-One Image Restoration (AIO-IR) aims to develop a unified model that can handle multiple degradations under complex conditions. However, existing methods often rely on task-specific designs or latent routing strategies, making it hard to adapt to real-world scenarios with various degradations. We propose FAPE-IR, a Frequency-Aware Planning and Execution framework for image restoration. It uses a frozen Multimodal Large Language Model (MLLM) as a planner to analyze degraded images and generate concise, frequency-aware restoration plans. These plans guide a LoRA-based Mixture-of-Experts (LoRA-MoE) module within a diffusion-based executor, which dynamically selects high- or low-frequency experts, complemented by frequency features of the input image. To further improve restoration quality and reduce artifacts, we introduce adversarial training and a frequency regularization loss. By coupling semantic planning with frequency-based restoration, FAPE-IR offers a unified and interpretable solution for all-in-one image restoration. Extensive experiments show that FAPE-IR achieves state-of-the-art performance across seven restoration tasks and exhibits strong zero-shot generalization under mixed degradations.",针对一体化图像恢复（AIO-IR）中多种退化难以自适应处理的问题，提出了 FAPE-IR 频率感知规划执行框架。该方法利用冻结的 MLLM 分析图像并生成频率感知恢复计划，指导基于扩散的执行器中的 LoRA-MoE 模块动态选择高/低频专家。结合对抗训练和频率正则化损失，FAPE-IR 在 7 项恢复任务中达到 SOTA，并在混合退化场景下展现出强大的零样本泛化能力。
2511.14098,"Collaborative QA using Interacting LLMs. Impact of Network Structure, Node Capability and Distributed Data","In this paper, we model and analyze how a network of interacting LLMs performs collaborative question-answering (CQA) in order to estimate a ground truth given a distributed set of documents. This problem is interesting because LLMs often hallucinate when direct evidence to answer a question is lacking, and these effects become more pronounced in a network of interacting LLMs. The hallucination spreads, causing previously accurate LLMs to hallucinate. We study interacting LLMs and their hallucination by combining novel ideas of mean-field dynamics (MFD) from network science and the randomized utility model from economics to construct a useful generative model. We model the LLM with a latent state that indicates if it is truthful or not with respect to the ground truth, and extend a tractable analytical model considering an MFD to model the diffusion of information in a directed network of LLMs. To specify the probabilities that govern the dynamics of the MFD, we propose a randomized utility model. For a network of LLMs, where each LLM has two possible latent states, we posit sufficient conditions for the existence and uniqueness of a fixed point and analyze the behavior of the fixed point in terms of the incentive (e.g., test-time compute) given to individual LLMs. We experimentally study and analyze the behavior of a network of $100$ open-source LLMs with respect to data heterogeneity, node capability, network structure, and sensitivity to framing on multiple semi-synthetic datasets.",针对分布式文档下的协作问答（CQA）任务，本文建模分析了交互式 LLM 网络中的信息传播与幻觉扩散。结合网络科学的平均场动力学（MFD）和经济学的随机效用模型，构建了生成模型来描述 LLM 的潜在真实性状态。研究推导了固定点存在和唯一的充分条件，并分析了激励（如推理计算量）对系统行为的影响。在 100 个开源 LLM 组成的网络上的实验揭示了数据异质性、节点能力及网络结构对协作效果的影响。
2511.14096,NeuroPath: Neurobiology-Inspired Path Tracking and Reflection for Semantically Coherent Retrieval,"Retrieval-augmented generation (RAG) greatly enhances large language models (LLMs) performance in knowledge-intensive tasks. However, naive RAG methods struggle with multi-hop question answering due to their limited capacity to capture complex dependencies across documents. Recent studies employ graph-based RAG to capture document connections. However, these approaches often result in a loss of semantic coherence and introduce irrelevant noise during node matching and subgraph construction. To address these limitations, we propose NeuroPath, an LLM-driven semantic path tracking RAG framework inspired by the path navigational planning of place cells in neurobiology. It consists of two steps: Dynamic Path Tracking and Post-retrieval Completion. Dynamic Path Tracking performs goal-directed semantic path tracking and pruning over the constructed knowledge graph (KG), improving noise reduction and semantic coherence. Post-retrieval Completion further reinforces these benefits by conducting second-stage retrieval using intermediate reasoning and the original query to refine the query goal and complete missing information in the reasoning path. NeuroPath surpasses current state-of-the-art baselines on three multi-hop QA datasets, achieving average improvements of 16.3% on recall@2 and 13.5% on recall@5 over advanced graph-based RAG methods. Moreover, compared to existing iter-based RAG methods, NeuroPath achieves higher accuracy and reduces token consumption by 22.8%. Finally, we demonstrate the robustness of NeuroPath across four smaller LLMs (Llama3.1, GLM4, Mistral0.3, and Gemma3), and further validate its scalability across tasks of varying complexity. Code is available at https://github.com/KennyCaty/NeuroPath.",针对 Graph-based RAG 在多跳问答中语义连贯性差和噪声高的问题，受神经生物学位置细胞路径规划启发，提出了 NeuroPath 框架。该方法包含动态路径追踪（在知识图谱上进行目标导向的修剪与追踪）和检索后补全（二次检索补充缺失信息）。在三个多跳 QA 数据集上，NeuroPath 的 recall@2 和 recall@5 分别提升 16.3% 和 13.5%，Token 消耗减少 22.8%，且在多个小模型上展现了鲁棒性和可扩展性。
2511.14087,GCA-ResUNet:Image segmentation in medical images using grouped coordinate attention,"Medical image segmentation underpins computer-aided diagnosis and therapy by supporting clinical diagnosis, preoperative planning, and disease monitoring. While U-Net style convolutional neural networks perform well due to their encoder-decoder structures with skip connections, they struggle to capture long-range dependencies. Transformer-based variants address global context but often require heavy computation and large training datasets. This paper proposes GCA-ResUNet, an efficient segmentation network that integrates Grouped Coordinate Attention (GCA) into ResNet-50 residual blocks. GCA uses grouped coordinate modeling to jointly encode global dependencies across channels and spatial locations, strengthening feature representation and boundary delineation while adding minimal parameter and FLOP overhead compared with self-attention. On the Synapse dataset, GCA-ResUNet achieves a Dice score of 86.11%, and on the ACDC dataset, it reaches 92.64%, surpassing several state-of-the-art baselines while maintaining fast inference and favorable computational efficiency. These results indicate that GCA offers a practical way to enhance convolutional architectures with global modeling capability, enabling high-accuracy and resource-efficient medical image segmentation.",针对 U-Net 难以捕捉长程依赖及 Transformer 计算重的问题，提出了 GCA-ResUNet。该网络在 ResNet-50 残差块中集成当分组坐标注意力（GCA），通过联合编码通道和空间位置的全局依赖，增强特征表示和边界描绘，且参数量增加极少。在 Synapse 和 ACDC 数据集上，Dice 分数分别达到 86.11% 和 92.64%，以高效的计算成本优于多个 SOTA 基线。
2511.14086,Error-Driven Scene Editing for 3D Grounding in Large Language Models,"Despite recent progress in 3D-LLMs, they remain limited in accurately grounding language to visual and spatial elements in 3D environments. This limitation stems in part from training data that focuses on language reasoning rather than spatial understanding due to scarce 3D resources, leaving inherent grounding biases unresolved. To address this, we propose 3D scene editing as a key mechanism to generate precise visual counterfactuals that mitigate these biases through fine-grained spatial manipulation, without requiring costly scene reconstruction or large-scale 3D data collection. Furthermore, to make these edits targeted and directly address the specific weaknesses of the model, we introduce DEER-3D, an error-driven framework following a structured ""Decompose, Diagnostic Evaluation, Edit, and Re-train"" workflow, rather than broadly or randomly augmenting data as in conventional approaches. Specifically, upon identifying a grounding failure of the 3D-LLM, our framework first diagnoses the exact predicate-level error (e.g., attribute or spatial relation). It then executes minimal, predicate-aligned 3D scene edits, such as recoloring or repositioning, to produce targeted counterfactual supervision for iterative model fine-tuning, significantly enhancing grounding accuracy. We evaluate our editing pipeline across multiple benchmarks for 3D grounding and scene understanding tasks, consistently demonstrating improvements across all evaluated datasets through iterative refinement. DEER-3D underscores the effectiveness of targeted, error-driven scene editing in bridging linguistic reasoning capabilities with spatial grounding in 3D LLMs.",针对 3D-LLM 空间接地能力不足的问题，提出了 DEER-3D 框架。该方法采用“分解-诊断-编辑-重训”的工作流，通过诊断模型在谓词级（属性或空间关系）的接地错误，执行有针对性的 3D 场景编辑（如重新着色、重定位）生成视觉反事实数据。利用这些精细化数据进行迭代微调，显著提升了模型在多个基准测试中的 3D 接地准确性，证明了错误驱动的定向场景编辑在弥合语言推理与空间感知差距方面的有效性。
2511.14083,Automated glenoid bone loss measurement and segmentation in CT scans for pre-operative planning in shoulder instability,"Reliable measurement of glenoid bone loss is essential for operative planning in shoulder instability, but current manual and semi-automated methods are time-consuming and often subject to interreader variability. We developed and validated a fully automated deep learning pipeline for measuring glenoid bone loss on three-dimensional computed tomography (CT) scans using a linear-based, en-face view, best-circle method. Shoulder CT images of 91 patients (average age, 40 years; range, 14-89 years; 65 men) were retrospectively collected along with manual labels including glenoid segmentation, landmarks, and bone loss measurements. The multi-stage algorithm has three main stages: (1) segmentation, where we developed a U-Net to automatically segment the glenoid and humerus; (2) anatomical landmark detection, where a second network predicts glenoid rim points; and (3) geometric fitting, where we applied principal component analysis (PCA), projection, and circle fitting to compute the percentage of bone loss. The automated measurements showed strong agreement with consensus readings and exceeded surgeon-to-surgeon consistency (intraclass correlation coefficient (ICC) 0.84 vs 0.78), including in low- and high-bone-loss subgroups (ICC 0.71 vs 0.63 and 0.83 vs 0.21, respectively; P < 0.001). For classifying patients into low, medium, and high bone-loss categories, the pipeline achieved a recall of 0.714 for low and 0.857 for high severity, with no low cases misclassified as high or vice versa. These results suggest that our method is a time-efficient and clinically reliable tool for preoperative planning in shoulder instability and for screening patients with substantial glenoid bone loss. Code and dataset are available at https://github.com/Edenliu1/Auto-Glenoid-Measurement-DL-Pipeline.",针对肩关节不稳术前规划中关节盂骨缺损测量耗时且变异大的问题，开发了全自动深度学习流水线。该方法包含 U-Net 分割、解剖标志点检测及基于 PCA 和圆拟合的几何计算三阶段。在 91 例 CT 数据上的验证显示，自动化测量与共识读数的一致性（ICC 0.84）优于外科医生间的一致性（0.78），且在严重程度分类上表现出高召回率，为临床提供了一种高效可靠的术前规划工具。
2511.14082,Zero-Training Task-Specific Model Synthesis for Few-Shot Medical Image Classification,"Deep learning models have achieved remarkable success in medical image analysis but are fundamentally constrained by the requirement for large-scale, meticulously annotated datasets. This dependency on ""big data"" is a critical bottleneck in the medical domain, where patient data is inherently difficult to acquire and expert annotation is expensive, particularly for rare diseases where samples are scarce by definition. To overcome this fundamental challenge, we propose a novel paradigm: Zero-Training Task-Specific Model Synthesis (ZS-TMS). Instead of adapting a pre-existing model or training a new one, our approach leverages a large-scale, pre-trained generative engine to directly synthesize the entire set of parameters for a task-specific classifier. Our framework, the Semantic-Guided Parameter Synthesizer (SGPS), takes as input minimal, multi-modal task information as little as a single example image (1-shot) and a corresponding clinical text description to directly synthesize the entire set of parameters for a task-specific classifier.   The generative engine interprets these inputs to generate the weights for a lightweight, efficient classifier (e.g., an EfficientNet-V2), which can be deployed for inference immediately without any task-specific training or fine-tuning. We conduct extensive evaluations on challenging few-shot classification benchmarks derived from the ISIC 2018 skin lesion dataset and a custom rare disease dataset. Our results demonstrate that SGPS establishes a new state-of-the-art, significantly outperforming advanced few-shot and zero-shot learning methods, especially in the ultra-low data regimes of 1-shot and 5-shot classification. This work paves the way for the rapid development and deployment of AI-powered diagnostic tools, particularly for the long tail of rare diseases where data is critically limited.",针对医学图像尤其是罕见病数据稀缺的挑战，提出了零训练任务特定模型合成（ZS-TMS）范式。通过语义引导参数合成器（SGPS），仅需单张图像（1-shot）和临床文本描述，即可利用生成引擎直接合成轻量级分类器（如 EfficientNet-V2）的全部参数，无需微调即可推理。在皮肤病变和罕见病数据集上的评估表明，SGPS 在极低数据量下显著优于现有的少样本和零样本学习方法，为长尾疾病诊断提供了快速部署方案。
2511.14075,CFG-EC: Error Correction Classifier-Free Guidance,"Classifier-Free Guidance (CFG) has become a mainstream approach for simultaneously improving prompt fidelity and generation quality in conditional generative models. During training, CFG stochastically alternates between conditional and null prompts to enable both conditional and unconditional generation. However, during sampling, CFG outputs both null and conditional prompts simultaneously, leading to inconsistent noise estimates between the training and sampling processes. To reduce this error, we propose CFG-EC, a versatile correction scheme augmentable to any CFG-based method by refining the unconditional noise predictions. CFG-EC actively realigns the unconditional noise error component to be orthogonal to the conditional error component. This corrective maneuver prevents interference between the two guidance components, thereby constraining the sampling error's upper bound and establishing more reliable guidance trajectories for high-fidelity image generation. Our numerical experiments show that CFG-EC handles the unconditional component more effectively than CFG and CFG++, delivering a marked performance increase in the low guidance sampling regime and consistently higher prompt alignment across the board.",针对 CFG 采样过程中条件与无条件噪声估计不一致导致的误差，提出了 CFG-EC 修正方案。通过将无条件噪声误差分量调整为与条件误差分量正交，防止两者干扰，从而约束采样误差上限并确立更可靠的引导轨迹。实验表明，CFG-EC 在低引导采样及 Prompt 对齐方面均优于 CFG 和 CFG++。
2511.14064,CafeMed: Causal Attention Fusion Enhanced Medication Recommendation,"Medication recommendation systems play a crucial role in assisting clinicians with personalized treatment decisions. While existing approaches have made significant progress in learning medication representations, they suffer from two fundamental limitations: (i) treating medical entities as independent features without modeling their synergistic effects on medication selection; (ii) employing static causal relationships that fail to adapt to patient-specific contexts and health states. To address these challenges, we propose CafeMed, a framework that integrates dynamic causal reasoning with cross-modal attention for safe and accurate medication recommendation. CafeMed introduces two key components: the Causal Weight Generator (CWG) that transforms static causal effects into dynamic modulation weights based on individual patient states, and the Channel Harmonized Attention Refinement Module (CHARM) that captures complex interdependencies between diagnoses and procedures. This design enables CafeMed to model how different medical conditions jointly influence treatment decisions while maintaining medication safety constraints. Extensive experiments on MIMIC-III and MIMIC-IV datasets demonstrate that CafeMed significantly outperforms state-of-the-art baselines, achieving superior accuracy in medication prediction while maintaining the lower drug--drug interaction rates. Our results indicate that incorporating dynamic causal relationships and cross-modal synergies leads to more clinically-aligned and personalized medication recommendations. Our code is released publicly at https://github.com/rkl71/CafeMed.",针对药物推荐中忽视实体协同效应和因果关系静态化的问题，提出了 CafeMed 框架。该模型结合动态因果推理与跨模态注意力，通过因果权重生成器（CWG）根据患者状态动态调整因果影响，并利用通道协调注意力细化模块（CHARM）捕捉诊断与手术间的复杂依赖。在 MIMIC-III/IV 上的实验表明，CafeMed 在提高预测准确率的同时降低了药物相互作用率，实现了更安全、个性化的推荐。
2511.14057,A Machine Learning-Based Multimodal Framework for Wearable Sensor-Based Archery Action Recognition and Stress Estimation,"In precision sports such as archery, athletes' performance depends on both biomechanical stability and psychological resilience. Traditional motion analysis systems are often expensive and intrusive, limiting their use in natural training environments. To address this limitation, we propose a machine learning-based multimodal framework that integrates wearable sensor data for simultaneous action recognition and stress estimation. Using a self-developed wrist-worn device equipped with an accelerometer and photoplethysmography (PPG) sensor, we collected synchronized motion and physiological data during real archery sessions. For motion recognition, we introduce a novel feature--Smoothed Differential Acceleration (SmoothDiff)--and employ a Long Short-Term Memory (LSTM) model to identify motion phases, achieving 96.8% accuracy and 95.9% F1-score. For stress estimation, we extract heart rate variability (HRV) features from PPG signals and apply a Multi-Layer Perceptron (MLP) classifier, achieving 80% accuracy in distinguishing high- and low-stress levels. The proposed framework demonstrates that integrating motion and physiological sensing can provide meaningful insights into athletes' technical and mental states. This approach offers a foundation for developing intelligent, real-time feedback systems for training optimization in archery and other precision sports.",针对射箭运动中动作识别与压力评估的需求，开发了一种基于穿戴式传感器的多模态机器学习框架。利用自研腕带采集加速度和 PPG 数据，提出 SmoothDiff 特征结合 LSTM 识别动作相位（准确率 96.8%），并通过 PPG 提取 HRV 特征结合 MLP 评估压力水平（准确率 80%）。该系统为精准运动训练提供了低成本、非侵入式的实时反馈方案。
2511.14056,Radial Compensation: Stable and Semantically Decoupled Generative Models on Riemannian Manifolds,"Generative models on curved spaces rely on charts to map Euclidean spaces to manifolds. Exponential maps preserve geodesics but have stiff, radius-dependent Jacobians, while volume-preserving charts maintain densities but distort geodesic distances. Both approaches entangle curvature with model parameters, inflating gradient variance. In high-dimensional latent normalizing flows, the wrapped exponential prior can stretch radii far beyond the curvature scale, leading to poor test likelihoods and stiff solvers. We introduce Radial Compensation (RC), an information-geometric method that selects the base density in the tangent space so that the likelihood depends only on geodesic distance from a pole, decoupling parameter semantics from curvature. RC lets radial parameters retain their usual meaning in geodesic units, while the chart can be tuned as a numerical preconditioner. We extend RC to manifolds with known geodesic polar volume and show that RC is the only construction for geodesic-radial likelihoods with curvature-invariant Fisher information. We derive the Balanced-Exponential (bExp) chart family, balancing volume distortion and geodesic error. Under RC, all bExp settings preserve the same manifold density and Fisher information, with smaller dial values reducing gradient variance and flow cost. Empirically, RC yields stable generative models across densities, VAEs, flows on images and graphs, and protein models. RC improves likelihoods, restores clean geodesic radii, and prevents radius blow-ups in high-dimensional flows, making RC-bExp a robust default for likelihood-trained generative models on manifolds.",针对黎曼流形生成模型中曲率与参数纠缠导致的梯度方差大及求解困难问题，提出了径向补偿（RC）方法。RC 是一种信息几何技术，通过在切空间选择基密度，使似然仅依赖于测地线距离，从而解耦参数语义与曲率。推导出了 Balanced-Exponential (bExp) 图表族，平衡体积失真与测地线误差。实验表明，RC-bExp 在图像、图和蛋白质模型的 VAE 及流模型中实现了稳定的生成，解决了高维流中的半径膨胀问题，提升了似然估计。
2511.14052,Making Evidence Actionable in Adaptive Learning,"Adaptive learning often diagnoses precisely yet intervenes weakly, yielding help that is mistimed or misaligned. This study presents evidence supporting an instructor-governed feedback loop that converts concept-level assessment evidence into vetted micro-interventions. The adaptive learning algorithm contains three safeguards: adequacy as a hard guarantee of gap closure, attention as a budgeted constraint for time and redundancy, and diversity as protection against overfitting to a single resource. We formalize intervention assignment as a binary integer program with constraints for coverage, time, difficulty windows informed by ability estimates, prerequisites encoded by a concept matrix, and anti-redundancy enforced through diversity. Greedy selection serves low-richness and tight-latency regimes, gradient-based relaxation serves rich repositories, and a hybrid method transitions along a richness-latency frontier. In simulation and in an introductory physics deployment with one thousand two hundred four students, both solvers achieved full skill coverage for essentially all learners within bounded watch time. The gradient-based method reduced redundant coverage by approximately twelve percentage points relative to greedy and harmonized difficulty across slates, while greedy delivered comparable adequacy with lower computational cost in scarce settings. Slack variables localized missing content and supported targeted curation, sustaining sufficiency across subgroups. The result is a tractable and auditable controller that closes the diagnostic-pedagogical loop and delivers equitable, load-aware personalization at classroom scale.",针对自适应学习干预不及时或不匹配的问题，提出了一种将评估证据转化为微干预的反馈循环机制。算法集成了充分性、注意力预算和多样性三重保障，将干预分配形式化为二元整数规划问题。在 1204 名学生的物理课程实验中，贪婪算法和基于梯度的松弛算法均在有限时间内实现了技能全覆盖。基于梯度的方法减少了 12% 的冗余覆盖并平衡了难度，而贪婪方法在资源稀缺场景下更高效。该系统为大规模课堂提供了可审计、负载感知的个性化学习方案。
2511.14045,GRPO Privacy Is at Risk: A Membership Inference Attack Against Reinforcement Learning With Verifiable Rewards,"Membership inference attacks (MIAs) on large language models (LLMs) pose significant privacy risks across various stages of model training. Recent advances in Reinforcement Learning with Verifiable Rewards (RLVR) have brought a profound paradigm shift in LLM training, particularly for complex reasoning tasks. However, the on-policy nature of RLVR introduces a unique privacy leakage pattern: since training relies on self-generated responses without fixed ground-truth outputs, membership inference must now determine whether a given prompt (independent of any specific response) is used during fine-tuning. This creates a threat where leakage arises not from answer memorization.   To audit this novel privacy risk, we propose Divergence-in-Behavior Attack (DIBA), the first membership inference framework specifically designed for RLVR. DIBA shifts the focus from memorization to behavioral change, leveraging measurable shifts in model behavior across two axes: advantage-side improvement (e.g., correctness gain) and logit-side divergence (e.g., policy drift). Through comprehensive evaluations, we demonstrate that DIBA significantly outperforms existing baselines, achieving around 0.8 AUC and an order-of-magnitude higher TPR@0.1%FPR. We validate DIBA's superiority across multiple settings--including in-distribution, cross-dataset, cross-algorithm, black-box scenarios, and extensions to vision-language models. Furthermore, our attack remains robust under moderate defensive measures.   To the best of our knowledge, this is the first work to systematically analyze privacy vulnerabilities in RLVR, revealing that even in the absence of explicit supervision, training data exposure can be reliably inferred through behavioral traces.",针对可验证奖励强化学习（RLVR）中独特的隐私泄露风险，提出了首个成员推断攻击框架 DIBA。由于 RLVR 依赖自生成响应，DIBA 将攻击焦点从记忆化转向行为变化，利用优势侧改进（正确性增益）和 Logit 侧发散（策略漂移）两个维度的指标。实验显示，DIBA 在多场景下 AUC 达 0.8，TPR@0.1%FPR 提升了一个数量级，揭示了 RLVR 即使无显式监督也会通过行为痕迹泄露训练数据的严重隐患。
2511.14043,"AISAC: An Integrated multi-agent System for Transparent, Retrieval-Grounded Scientific Assistance","AI Scientific Assistant Core (AISAC) is an integrated multi-agent system developed at Argonne National Laboratory for scientific and engineering workflows. AISAC builds on established technologies - LangGraph for orchestration, FAISS for vector search, and SQLite for persistence - and integrates them into a unified system prototype focused on transparency, provenance tracking, and scientific adaptability.   The system implements a Router-Planner-Coordinator workflow and an optional Evaluator role, using prompt-engineered agents coordinated via LangGraph's StateGraph and supported by helper agents such as a Researcher. Each role is defined through custom system prompts that enforce structured JSON outputs. A hybrid memory approach (FAISS + SQLite) enables both semantic retrieval and structured conversation history. An incremental indexing strategy based on file hashing minimizes redundant re-embedding when scientific corpora evolve. A configuration-driven project bootstrap layer allows research teams to customize tools, prompts, and data sources without modifying core code.   All agent decisions, tool invocations, and retrievals are logged and visualized through a custom Gradio interface, providing step-by-step transparency for each reasoning episode. The authors have applied AISAC to multiple research areas at Argonne, including specialized deployments for waste-to-products research and energy process safety, as well as general-purpose scientific assistance, demonstrating its cross-domain applicability.",AISAC 是阿贡国家实验室开发的集成多智能体系统，旨在为科学工程工作流提供透明、可追溯的 AI 辅助。基于 LangGraph、FAISS 和 SQLite，AISAC 实现了路由器-规划器-协调器工作流，并通过混合记忆机制支持语义检索与结构化历史。系统采用增量索引策略优化科学语料处理，并通过配置驱动层实现工具与提示的灵活定制。在废转品研究及能源安全等领域的应用表明，AISAC 具备强大的跨域适应能力和推理透明度。
2511.14030,Training-free Detection of AI-generated images via Cropping Robustness,"AI-generated image detection has become crucial with the rapid advancement of vision-generative models. Instead of training detectors tailored to specific datasets, we study a training-free approach leveraging self-supervised models without requiring prior data knowledge. These models, pre-trained with augmentations like RandomResizedCrop, learn to produce consistent representations across varying resolutions. Motivated by this, we propose WaRPAD, a training-free AI-generated image detection algorithm based on self-supervised models. Since neighborhood pixel differences in images are highly sensitive to resizing operations, WaRPAD first defines a base score function that quantifies the sensitivity of image embeddings to perturbations along high-frequency directions extracted via Haar wavelet decomposition. To simulate robustness against cropping augmentation, we rescale each image to a multiple of the models input size, divide it into smaller patches, and compute the base score for each patch. The final detection score is then obtained by averaging the scores across all patches. We validate WaRPAD on real datasets of diverse resolutions and domains, and images generated by 23 different generative models. Our method consistently achieves competitive performance and demonstrates strong robustness to test-time corruptions. Furthermore, as invariance to RandomResizedCrop is a common training scheme across self-supervised models, we show that WaRPAD is applicable across self-supervised models.",针对 AI 生成图像检测，提出了一种基于自监督模型的免训练算法 WaRPAD。利用自监督模型对裁剪增强的不变性，WaRPAD 通过 Haar 小波分解提取高频扰动，量化图像嵌入的敏感度。通过多尺度 Patch 评分平均，该方法有效区分生成图像与真实图像。在 23 种生成模型上的验证显示，WaRPAD 具有竞争力的性能和对测试时破坏的强鲁棒性。
2511.14023,Syn-STARTS: Synthesized START Triage Scenario Generation Framework for Scalable LLM Evaluation,"Triage is a critically important decision-making process in mass casualty incidents (MCIs) to maximize victim survival rates. While the role of AI in such situations is gaining attention for making optimal decisions within limited resources and time, its development and performance evaluation require benchmark datasets of sufficient quantity and quality. However, MCIs occur infrequently, and sufficient records are difficult to accumulate at the scene, making it challenging to collect large-scale realworld data for research use. Therefore, we developed Syn-STARTS, a framework that uses LLMs to generate triage cases, and verified its effectiveness. The results showed that the triage cases generated by Syn-STARTS were qualitatively indistinguishable from the TRIAGE open dataset generated by manual curation from training materials. Furthermore, when evaluating the LLM accuracy using hundreds of cases each from the green, yellow, red, and black categories defined by the standard triage method START, the results were found to be highly stable. This strongly indicates the possibility of synthetic data in developing high-performance AI models for severe and critical medical situations.",针对大规模伤亡事件（MCI）中分诊数据稀缺的问题，开发了 Syn-STARTS 框架，利用 LLM 生成符合 START 标准的合成检伤分类案例。验证表明，合成案例质量与人工策划数据集无异，且在四种分诊类别（绿/黄/红/黑）的 LLM 评估中表现高度稳定。该研究证实了合成数据在开发高性能急救 AI 模型中的可行性。
